,climate,Code,daytime,Tmax,Tmin,Rhmean,u2,GAMA,Rn,G,es
10474,BWh,40758,11/1/2009,20.09,6.8,37.9,3.11,0.06,-1.84,-0.84,1.67
10475,BWh,40758,12/1/2009,14.19,2.68,57.4,1.65,0.06,-1.98,-0.27,1.18
10476,BWh,40758,1/1/2010,16.36,2.93,31.0,2.48,0.06,-2.1,0.12,1.31
10477,BWh,40758,2/1/2010,16.51,3.9,34.0,2.65,0.06,0.59,0.45,1.34
10478,BWh,40758,3/1/2010,23.2,9.03,22.7,3.42,0.06,3.82,0.71,2.0
10479,BWh,40758,4/1/2010,28.0,12.69,25.9,3.67,0.06,8.22,0.62,2.62
10480,BWh,40758,5/1/2010,33.05,17.0,24.7,4.12,0.06,11.46,0.76,3.49
10481,BWh,40758,6/1/2010,39.82,22.5,20.0,3.47,0.06,13.3,0.59,5.02
10482,BWh,40758,7/1/2010,41.89,24.96,17.9,3.83,0.06,12.61,-0.07,5.66
10483,BWh,40758,8/1/2010,38.25,22.06,17.8,3.32,0.06,9.69,-0.47,4.69
10484,BWh,40758,9/1/2010,34.91,18.41,24.1,2.86,0.06,5.96,-0.5,3.86
10485,BWh,40758,10/1/2010,31.08,14.93,27.0,2.09,0.06,1.16,-0.96,3.11
10486,BWh,40758,11/1/2010,20.49,5.53,28.5,0.79,0.06,-2.62,-0.99,1.66
10487,BWh,40758,12/1/2010,16.36,1.42,28.5,0.99,0.06,-4.27,-0.51,1.27
10488,BWh,40758,1/1/2011,11.95,-0.48,46.2,1.65,0.06,-1.88,-0.04,0.99
10489,BWh,40758,2/1/2011,14.64,2.07,42.8,3.3,0.06,0.58,0.5,1.19
10490,BWh,40758,3/1/2011,19.91,5.97,39.7,2.69,0.06,4.49,0.83,1.63
10491,BWh,40758,4/1/2011,28.42,12.14,28.4,3.9,0.06,8.12,0.91,2.65
10492,BWh,40758,5/1/2011,34.11,17.65,20.2,4.56,0.06,10.73,0.77,3.69
10493,BWh,40758,6/1/2011,39.92,22.77,17.8,4.12,0.06,12.76,0.51,5.06
10494,BWh,40758,7/1/2011,41.29,25.01,18.9,4.22,0.06,12.06,0.02,5.54
10495,BWh,40758,8/1/2011,39.65,23.61,21.2,4.01,0.06,9.77,-0.44,5.08
10496,BWh,40758,9/1/2011,34.95,18.84,19.0,3.43,0.06,5.44,-0.8,3.89
10497,BWh,40758,10/1/2011,27.45,12.83,23.8,2.96,0.06,1.01,-1.2,2.57
10498,BWh,40758,11/1/2011,15.12,4.48,43.9,1.79,0.06,-0.96,-1.0,1.28
10499,BWh,40758,12/1/2011,12.02,-0.33,38.2,1.01,0.06,-3.65,-0.29,1.0
10500,BWh,40758,1/1/2012,11.89,-0.54,34.0,2.28,0.06,-3.05,-0.01,0.99
10501,BWh,40758,2/1/2012,11.3,0.14,37.0,2.67,0.06,0.44,0.34,0.98
10502,BWh,40758,3/1/2012,17.83,3.26,22.2,3.9,0.06,4.11,0.93,1.41
10503,BWh,40758,4/1/2012,26.8,11.13,31.5,3.47,0.06,8.43,1.03,2.42
10504,BWh,40758,5/1/2012,33.21,17.34,18.5,3.58,0.06,11.04,0.73,3.54
10505,BWh,40758,6/1/2012,37.53,21.31,18.1,3.62,0.06,12.64,0.47,4.5
10506,BWh,40758,7/1/2012,40.41,23.55,17.6,3.63,0.06,12.11,0.13,5.22
10507,BWh,40758,8/1/2012,39.7,22.84,15.3,3.08,0.06,9.55,-0.36,5.02
10508,BWh,40758,9/1/2012,34.97,18.59,19.0,3.04,0.06,5.44,-0.75,3.88
10509,BWh,40758,10/1/2012,28.35,12.67,29.1,2.6,0.06,1.3,-0.93,2.66
10510,BWh,40758,11/1/2012,19.89,7.23,46.2,1.62,0.06,-1.08,-0.94,1.67
10511,BWh,40758,12/1/2012,12.36,1.79,54.8,1.77,0.06,-2.3,-0.49,1.07
10512,BWh,40758,1/1/2013,13.21,-0.06,39.0,2.32,0.06,-2.53,0.2,1.06
10513,BWh,40758,2/1/2013,16.82,3.11,33.0,2.45,0.06,0.31,0.62,1.34
10514,BWh,40758,3/1/2013,23.16,7.74,28.1,3.17,0.06,4.17,0.68,1.95
10515,BWh,40758,4/1/2013,27.82,11.59,28.6,3.28,0.06,8.47,0.61,2.55
10516,BWh,40758,5/1/2013,32.68,15.76,23.9,3.96,0.06,11.37,0.71,3.37
10517,BWh,40758,6/1/2013,38.42,21.14,14.1,3.7,0.06,12.63,0.65,4.64
10518,BWh,40758,7/1/2013,42.18,24.82,14.1,4.11,0.06,12.23,0.05,5.71
10519,BWh,40758,8/1/2013,38.9,22.15,17.8,3.64,0.06,9.7,-0.38,4.81
10520,BWh,40758,9/1/2013,36.57,19.6,15.0,3.08,0.06,5.03,-0.75,4.21
10521,BWh,40758,10/1/2013,27.91,11.7,23.7,2.36,0.06,0.8,-1.03,2.57
10522,BWh,40758,11/1/2013,19.3,7.33,41.3,1.7,0.06,-0.9,-1.0,1.63
10523,BWh,40758,12/1/2013,11.86,-0.86,29.1,2.37,0.06,-3.67,-0.5,0.98
10524,BWh,40758,1/1/2014,12.24,0.02,55.2,2.1,0.06,-1.48,0.08,1.02
10525,BWh,40758,2/1/2014,13.14,0.17,41.4,2.07,0.06,0.6,0.52,1.07
10526,BWh,40758,3/1/2014,20.63,6.61,31.6,3.44,0.06,4.32,0.89,1.7
10527,BWh,40758,4/1/2014,27.26,11.36,27.1,3.71,0.06,8.33,0.83,2.48
10528,BWh,40758,5/1/2014,33.78,17.18,24.3,3.79,0.06,11.44,0.78,3.61
10529,BWh,40758,6/1/2014,39.06,21.86,15.8,4.37,0.06,12.61,0.51,4.82
10530,BWh,40758,7/1/2014,41.15,24.4,14.9,3.86,0.06,11.83,0.09,5.45
10531,BWh,40758,8/1/2014,40.4,23.13,14.6,3.46,0.06,9.37,-0.31,5.18
10532,BWh,40758,9/1/2014,36.8,19.92,15.9,3.06,0.06,5.12,-0.88,4.27
10533,BWh,40758,10/1/2014,26.58,11.89,25.0,2.72,0.06,1.04,-1.21,2.44
10534,BWh,40758,11/1/2014,17.37,4.7,35.0,1.95,0.06,-1.65,-0.81,1.42
10535,BWh,40758,12/1/2014,13.85,1.45,38.1,1.78,0.06,-3.38,-0.25,1.13
10536,BWh,40758,1/1/2015,14.1,0.69,35.6,2.32,0.06,-2.59,0.12,1.13
10537,BWh,40758,2/1/2015,16.01,2.75,38.2,2.23,0.06,0.68,0.39,1.28
10538,BWh,40758,3/1/2015,19.77,6.25,40.2,2.69,0.06,4.6,0.77,1.63
10539,BWh,40758,4/1/2015,28.19,12.6,21.2,3.93,0.06,8.23,0.96,2.64
10540,BWh,40758,5/1/2015,34.97,18.43,20.8,3.96,0.06,11.18,0.84,3.87
10541,BWh,40758,6/1/2015,41.22,23.64,11.9,3.97,0.06,12.29,0.4,5.4
10542,BWh,40758,7/1/2015,40.87,23.9,16.8,3.72,0.06,12.27,-0.09,5.35
10543,BWh,40758,8/1/2015,39.8,22.58,15.0,3.18,0.06,9.57,-0.44,5.02
10544,BWh,40758,9/1/2015,33.85,18.35,21.0,2.96,0.06,5.54,-0.66,3.69
10545,BWh,40758,10/1/2015,29.4,14.17,27.2,2.37,0.06,1.26,-1.01,2.86
10546,BWh,40758,11/1/2015,18.21,5.05,39.6,2.04,0.06,-1.44,-1.09,1.48
10547,BWh,40758,12/1/2015,11.82,0.56,46.4,1.79,0.06,-2.32,-0.27,1.01
10548,BWh,40758,1/1/2016,14.17,1.49,31.7,2.3,0.06,-2.99,0.32,1.15
10549,BWh,40758,2/1/2016,17.74,3.84,27.0,2.32,0.06,-0.0,0.49,1.42
10550,BWh,40758,3/1/2016,21.92,7.77,30.0,3.43,0.06,4.34,0.6,1.84
10551,BWh,40758,4/1/2016,26.77,11.9,24.7,3.26,0.06,8.04,0.81,2.46
10552,BWh,40758,5/1/2016,34.65,18.05,21.0,3.96,0.06,11.53,0.7,3.79
10553,BWh,40758,6/1/2016,38.02,20.66,14.5,3.88,0.06,12.84,0.44,4.53
10554,BWh,40758,7/1/2016,41.02,24.35,17.7,3.76,0.06,12.39,0.06,5.42
10555,BWh,40758,8/1/2016,38.27,22.06,17.2,2.91,0.06,9.81,-0.34,4.69
10556,BWh,40758,9/1/2016,36.29,19.29,18.5,3.02,0.06,5.42,-0.72,4.14
10557,BWh,40758,10/1/2016,27.91,11.99,26.0,1.75,0.06,1.02,-1.2,2.58
10558,BWh,40758,11/1/2016,17.25,4.07,37.3,1.73,0.06,-1.79,-0.92,1.39
10559,BWh,40758,12/1/2016,12.45,1.1,38.7,1.8,0.06,-2.46,-0.21,1.05
12096,BWh,40770,1/1/2001,10.42,-1.88,60.5,0.83,0.06,-1.05,0.15,0.9
12097,BWh,40770,2/1/2001,14.45,0.23,69.9,1.85,0.06,1.65,0.7,1.13
12098,BWh,40770,3/1/2001,22.39,6.03,77.4,1.71,0.06,6.3,0.95,1.82
12099,BWh,40770,4/1/2001,29.77,12.11,75.0,2.41,0.06,10.91,0.72,2.8
12100,BWh,40770,5/1/2001,33.13,15.76,78.8,2.42,0.06,14.51,0.56,3.43
12101,BWh,40770,6/1/2001,38.2,19.57,80.3,2.1,0.06,17.71,0.48,4.49
12102,BWh,40770,7/1/2001,39.34,23.15,81.3,2.39,0.06,17.01,0.1,4.98
12103,BWh,40770,8/1/2001,40.05,20.56,80.6,1.79,0.06,14.82,-0.37,4.91
12104,BWh,40770,9/1/2001,35.01,16.87,80.3,1.76,0.06,9.77,-0.75,3.78
12105,BWh,40770,10/1/2001,28.2,11.09,81.0,1.3,0.06,4.23,-1.0,2.57
12106,BWh,40770,11/1/2001,19.39,4.01,73.4,1.05,0.06,-0.08,-0.81,1.53
12107,BWh,40770,12/1/2001,13.37,2.72,79.2,0.5,0.06,-0.99,-0.45,1.14
12108,BWh,40770,1/1/2002,11.08,-0.61,58.9,1.14,0.06,-1.15,0.12,0.95
12109,BWh,40770,2/1/2002,17.37,2.14,67.5,2.33,0.06,1.67,0.58,1.35
12110,BWh,40770,3/1/2002,22.05,4.95,71.6,1.98,0.06,6.09,0.51,1.76
12111,BWh,40770,4/1/2002,23.5,10.51,75.3,2.42,0.06,8.99,0.69,2.08
12112,BWh,40770,5/1/2002,32.2,14.48,81.2,2.56,0.06,14.57,0.81,3.23
12113,BWh,40770,6/1/2002,37.51,19.74,82.3,3.24,0.06,17.88,0.56,4.38
12114,BWh,40770,7/1/2002,39.55,23.2,81.5,3.13,0.06,17.39,0.18,5.02
12115,BWh,40770,8/1/2002,40.32,22.05,86.4,2.08,0.06,15.47,-0.31,5.08
12116,BWh,40770,9/1/2002,37.05,16.75,85.8,1.31,0.06,10.64,-0.69,4.1
12117,BWh,40770,10/1/2002,30.82,11.79,84.6,1.27,0.06,4.67,-1.04,2.92
12118,BWh,40770,11/1/2002,18.71,5.23,72.2,1.09,0.06,-0.02,-1.17,1.52
12119,BWh,40770,12/1/2002,9.43,-0.27,62.2,1.43,0.06,-1.1,-0.39,0.89
12120,BWh,40770,1/1/2003,12.52,0.21,69.0,1.79,0.06,-0.91,0.19,1.04
12121,BWh,40770,2/1/2003,13.5,1.13,74.4,2.62,0.06,1.79,0.29,1.11
12122,BWh,40770,3/1/2003,17.0,4.08,71.5,2.66,0.06,5.5,0.76,1.38
12123,BWh,40770,4/1/2003,25.03,11.28,73.8,2.61,0.06,8.76,0.82,2.26
12124,BWh,40770,5/1/2003,30.02,14.43,83.5,3.17,0.06,13.9,0.72,2.95
12125,BWh,40770,6/1/2003,37.03,19.72,88.0,2.66,0.06,17.22,0.8,4.29
12126,BWh,40770,7/1/2003,41.82,25.48,83.9,3.07,0.06,17.51,0.14,5.69
12127,BWh,40770,8/1/2003,39.15,21.61,84.6,2.56,0.06,15.25,-0.63,4.82
12128,BWh,40770,9/1/2003,34.16,15.04,82.9,1.78,0.06,10.0,-0.64,3.54
12129,BWh,40770,10/1/2003,30.29,12.12,83.7,2.08,0.06,4.43,-0.99,2.86
12130,BWh,40770,11/1/2003,17.75,3.25,57.8,1.9,0.06,-0.61,-1.07,1.4
12131,BWh,40770,12/1/2003,10.66,1.15,59.9,1.31,0.06,-1.41,-0.29,0.97
12132,BWh,40770,1/1/2004,11.35,1.25,70.7,1.21,0.06,-0.84,0.27,1.01
12133,BWh,40770,2/1/2004,16.82,2.67,75.7,2.26,0.06,1.87,0.58,1.33
12134,BWh,40770,3/1/2004,21.65,7.46,71.3,1.88,0.06,5.6,0.51,1.81
12135,BWh,40770,4/1/2004,23.67,10.51,68.9,2.28,0.06,9.37,0.59,2.1
12136,BWh,40770,5/1/2004,30.5,15.37,78.8,3.03,0.06,13.48,0.92,3.06
12137,BWh,40770,6/1/2004,38.03,22.3,80.9,2.98,0.06,17.25,0.54,4.67
12138,BWh,40770,7/1/2004,38.56,22.71,82.0,2.74,0.06,16.42,0.1,4.8
12139,BWh,40770,8/1/2004,39.94,23.16,85.5,2.3,0.06,15.08,-0.36,5.1
12140,BWh,40770,9/1/2004,34.64,16.41,83.8,1.55,0.06,10.12,-0.85,3.69
12141,BWh,40770,10/1/2004,28.18,10.51,81.0,1.3,0.06,4.19,-0.92,2.55
12142,BWh,40770,11/1/2004,18.82,6.07,78.9,1.6,0.06,0.14,-1.01,1.56
12143,BWh,40770,12/1/2004,10.3,-0.58,69.4,1.28,0.06,-1.43,-0.54,0.92
12144,BWh,40770,1/1/2005,10.15,-0.75,57.6,1.73,0.06,-1.31,0.01,0.91
12145,BWh,40770,2/1/2005,10.55,-0.59,76.8,1.8,0.06,1.74,0.61,0.93
12146,BWh,40770,3/1/2005,20.05,6.65,84.0,2.78,0.06,6.19,0.97,1.66
12147,BWh,40770,4/1/2005,26.49,11.31,76.7,2.77,0.06,9.98,0.69,2.4
12148,BWh,40770,5/1/2005,31.01,15.27,81.0,2.54,0.06,13.93,0.71,3.12
12149,BWh,40770,6/1/2005,37.6,20.57,83.8,2.67,0.06,17.9,0.7,4.45
12150,BWh,40770,7/1/2005,41.14,25.27,81.5,2.78,0.06,16.96,0.1,5.53
12151,BWh,40770,8/1/2005,38.69,22.29,81.6,2.23,0.06,14.81,-0.47,4.79
12152,BWh,40770,9/1/2005,35.96,17.14,81.3,1.82,0.06,10.15,-0.76,3.94
12153,BWh,40770,10/1/2005,28.56,10.59,76.7,1.74,0.06,4.11,-1.11,2.59
12154,BWh,40770,11/1/2005,17.27,4.08,66.2,1.37,0.06,-0.36,-0.81,1.4
12155,BWh,40770,12/1/2005,14.99,1.06,63.9,1.32,0.06,-2.01,-0.52,1.18
12156,BWh,40770,1/1/2006,7.94,-1.37,61.6,1.16,0.06,-0.72,0.09,0.81
12157,BWh,40770,2/1/2006,15.73,2.88,78.0,1.84,0.06,1.92,0.75,1.27
12158,BWh,40770,3/1/2006,22.05,5.94,80.2,2.33,0.06,6.23,0.74,1.79
12159,BWh,40770,4/1/2006,27.29,12.4,80.0,2.14,0.06,10.57,0.79,2.53
12160,BWh,40770,5/1/2006,33.29,17.41,80.2,2.5,0.06,14.01,0.72,3.55
12161,BWh,40770,6/1/2006,39.36,21.02,79.9,2.08,0.06,18.02,0.47,4.81
12162,BWh,40770,7/1/2006,40.49,23.63,85.5,2.57,0.06,17.78,0.01,5.25
12163,BWh,40770,8/1/2006,39.82,20.97,83.8,1.96,0.06,14.92,-0.49,4.9
12164,BWh,40770,9/1/2006,34.56,15.59,81.8,2.05,0.06,10.02,-0.64,3.63
12165,BWh,40770,10/1/2006,28.67,13.83,83.8,2.23,0.06,4.05,-0.98,2.76
12166,BWh,40770,11/1/2006,18.09,4.09,76.7,1.94,0.06,0.01,-1.22,1.45
12167,BWh,40770,12/1/2006,8.49,-0.93,67.7,1.55,0.06,-1.2,-0.53,0.84
12168,BWh,40770,1/1/2007,10.29,-3.13,60.9,1.92,0.06,-1.4,0.32,0.87
12169,BWh,40770,2/1/2007,14.46,2.38,72.9,2.04,0.06,1.81,0.51,1.19
12170,BWh,40770,3/1/2007,17.1,4.69,73.0,2.21,0.06,5.56,0.67,1.4
12171,BWh,40770,4/1/2007,24.84,11.09,78.6,2.37,0.06,9.37,0.97,2.23
12172,BWh,40770,5/1/2007,32.4,17.22,77.2,2.42,0.06,14.26,0.85,3.42
12173,BWh,40770,6/1/2007,38.42,21.78,82.7,2.39,0.06,17.55,0.57,4.69
12174,BWh,40770,7/1/2007,39.9,25.97,82.3,3.41,0.06,16.68,0.03,5.35
12175,BWh,40770,8/1/2007,38.79,22.16,77.9,2.34,0.06,14.36,-0.56,4.79
12176,BWh,40770,9/1/2007,34.8,15.22,71.4,1.74,0.06,9.51,-0.84,3.65
12177,BWh,40770,10/1/2007,27.25,9.76,63.8,1.29,0.06,3.47,-0.83,2.41
12178,BWh,40770,11/1/2007,21.14,5.27,71.0,1.75,0.06,-0.16,-0.93,1.7
12179,BWh,40770,12/1/2007,10.53,-0.12,52.0,1.27,0.06,-1.95,-1.34,0.94
12180,BWh,40770,1/1/2008,0.19,-11.95,52.8,1.18,0.06,-0.58,-0.04,0.43
12181,BWh,40770,2/1/2008,10.49,-1.3,51.6,2.11,0.06,1.23,1.62,0.91
12182,BWh,40770,3/1/2008,25.51,9.04,73.0,3.2,0.06,6.35,1.13,2.21
