,climate,Code,daytime,Tmax,Tmin,Rhmean,u2,GAMA,Rn,G,es
6768,BSh,40738,1/1/2005,12.43,3.94,75.7,1.83,0.07,-1.77,-0.08,1.13
6769,BSh,40738,2/1/2005,11.58,2.74,60.9,1.68,0.07,0.58,0.28,1.05
6770,BSh,40738,3/1/2005,16.5,7.78,47.0,1.89,0.07,3.7,0.63,1.47
6771,BSh,40738,4/1/2005,22.01,10.41,33.1,1.77,0.07,7.13,0.63,1.95
6772,BSh,40738,5/1/2005,26.41,15.78,30.6,2.07,0.07,9.96,0.65,2.62
6773,BSh,40738,6/1/2005,30.57,20.51,22.5,2.33,0.07,10.02,0.57,3.4
6774,BSh,40738,7/1/2005,33.8,24.55,21.4,2.28,0.07,10.82,0.21,4.17
6775,BSh,40738,8/1/2005,33.41,23.72,28.2,2.23,0.07,8.63,-0.22,4.04
6776,BSh,40738,9/1/2005,30.41,21.68,21.7,1.7,0.07,4.27,-0.54,3.47
6777,BSh,40738,10/1/2005,26.08,15.51,28.3,1.75,0.07,0.71,-0.85,2.57
6778,BSh,40738,11/1/2005,18.78,9.02,53.6,1.63,0.07,-1.29,-0.65,1.66
6779,BSh,40738,12/1/2005,16.05,6.83,59.2,1.77,0.07,-2.29,-0.62,1.41
6780,BSh,40738,1/1/2006,9.23,0.84,74.5,1.38,0.07,-1.6,-0.1,0.91
6781,BSh,40738,2/1/2006,15.14,4.95,51.6,2.0,0.07,0.37,0.54,1.3
6782,BSh,40738,3/1/2006,18.22,7.38,33.2,1.9,0.07,3.53,0.45,1.56
6783,BSh,40738,4/1/2006,21.08,11.82,30.2,1.92,0.07,6.68,0.56,1.94
6784,BSh,40738,5/1/2006,25.85,15.81,26.7,1.78,0.07,9.05,0.8,2.57
6785,BSh,40738,6/1/2006,33.63,22.05,18.5,2.48,0.07,11.52,0.52,3.93
6786,BSh,40738,7/1/2006,32.54,23.9,22.2,2.54,0.07,9.81,0.15,3.93
6787,BSh,40738,8/1/2006,35.87,23.98,16.2,1.91,0.07,8.46,-0.17,4.44
6788,BSh,40738,9/1/2006,31.05,20.63,23.9,2.29,0.07,4.66,-0.49,3.47
6789,BSh,40738,10/1/2006,28.41,17.3,34.8,1.83,0.07,1.17,-0.81,2.92
6790,BSh,40738,11/1/2006,19.44,9.07,45.3,1.64,0.07,-1.84,-1.03,1.71
6791,BSh,40738,12/1/2006,12.19,4.09,66.5,1.3,0.07,-1.99,-0.42,1.12
6792,BSh,40738,1/1/2007,14.53,1.85,65.9,1.74,0.07,-2.37,0.05,1.18
6793,BSh,40738,2/1/2007,13.36,4.28,64.6,2.03,0.07,0.66,0.18,1.18
6794,BSh,40738,3/1/2007,15.03,6.55,57.9,2.54,0.07,3.85,0.41,1.34
6795,BSh,40738,4/1/2007,18.6,10.69,43.5,2.43,0.07,6.35,0.75,1.72
6796,BSh,40738,5/1/2007,28.19,14.88,25.0,1.93,0.07,10.09,0.83,2.76
6797,BSh,40738,6/1/2007,32.13,20.83,27.4,2.44,0.07,10.73,0.43,3.63
6798,BSh,40738,7/1/2007,32.96,22.53,24.6,2.55,0.07,10.22,0.22,3.88
6799,BSh,40738,8/1/2007,35.46,23.73,22.3,2.27,0.07,8.96,-0.08,4.35
6800,BSh,40738,9/1/2007,32.77,20.41,22.6,2.1,0.07,4.7,-0.69,3.68
6801,BSh,40738,10/1/2007,26.65,12.76,32.3,1.24,0.07,0.67,-0.84,2.48
6802,BSh,40738,11/1/2007,19.94,9.17,41.7,1.52,0.07,-1.71,-0.78,1.75
6803,BSh,40738,12/1/2007,13.49,3.76,68.9,1.41,0.07,-2.83,-0.82,1.17
6804,BSh,40738,1/1/2008,8.12,-2.43,68.8,1.21,0.07,-2.03,-0.11,0.8
6805,BSh,40738,2/1/2008,11.58,2.4,54.7,1.7,0.07,0.41,0.91,1.05
6806,BSh,40738,3/1/2008,22.95,8.67,24.5,2.17,0.07,3.31,0.8,1.96
6807,BSh,40738,4/1/2008,24.7,12.01,27.3,2.26,0.07,6.93,0.43,2.26
6808,BSh,40738,5/1/2008,28.03,15.75,19.7,2.77,0.07,9.19,0.51,2.79
6809,BSh,40738,6/1/2008,31.06,20.22,19.8,2.84,0.07,10.56,0.48,3.44
6810,BSh,40738,7/1/2008,33.74,23.62,23.0,2.59,0.07,9.97,0.28,4.08
6811,BSh,40738,8/1/2008,35.67,23.69,20.4,2.33,0.07,8.25,-0.12,4.38
6812,BSh,40738,9/1/2008,32.11,21.9,25.5,2.24,0.07,4.7,-0.67,3.71
6813,BSh,40738,10/1/2008,24.86,15.26,35.9,1.46,0.07,1.06,-0.97,2.44
6814,BSh,40738,11/1/2008,18.45,7.79,48.6,0.93,0.07,-1.67,-0.77,1.59
6815,BSh,40738,12/1/2008,13.3,4.72,62.9,1.54,0.07,-2.2,-0.42,1.19
6816,BSh,40738,1/1/2009,11.96,2.27,57.9,1.53,0.07,-2.05,0.14,1.06
6817,BSh,40738,2/1/2009,15.38,6.53,61.3,2.17,0.07,0.7,0.42,1.36
6818,BSh,40738,3/1/2009,18.9,7.46,35.1,2.37,0.07,3.56,0.18,1.61
6819,BSh,40738,4/1/2009,18.09,8.86,44.7,2.49,0.07,6.73,0.58,1.61
6820,BSh,40738,5/1/2009,27.25,15.79,29.3,2.3,0.07,9.35,0.92,2.71
6821,BSh,40738,6/1/2009,32.76,20.5,27.2,2.62,0.07,11.59,0.55,3.69
6822,BSh,40738,7/1/2009,34.48,24.16,21.5,2.76,0.07,10.43,-0.01,4.24
6823,BSh,40738,8/1/2009,30.54,22.36,26.7,2.7,0.07,7.35,-0.31,3.54
6824,BSh,40738,9/1/2009,29.85,19.92,32.2,2.17,0.07,5.01,-0.43,3.27
6825,BSh,40738,10/1/2009,26.72,13.81,32.9,1.6,0.07,0.71,-0.72,2.54
6826,BSh,40738,11/1/2009,20.15,8.99,53.5,1.56,0.07,-1.67,-0.68,1.75
6827,BSh,40738,12/1/2009,15.1,6.08,75.6,1.43,0.07,-1.99,-0.34,1.33
6828,BSh,40738,1/1/2010,14.51,5.04,60.8,1.49,0.07,-1.41,-0.07,1.26
6829,BSh,40738,2/1/2010,12.93,6.14,58.5,2.4,0.07,0.82,0.14,1.22
6830,BSh,40738,3/1/2010,15.75,7.78,45.2,2.23,0.07,3.55,0.42,1.42
6831,BSh,40738,4/1/2010,19.87,11.18,38.2,2.39,0.07,6.61,0.74,1.82
6832,BSh,40738,5/1/2010,28.2,16.45,30.4,2.33,0.07,9.68,0.95,2.85
6833,BSh,40738,6/1/2010,36.27,21.92,19.6,2.77,0.07,12.11,0.61,4.33
6834,BSh,40738,7/1/2010,36.57,25.56,20.8,2.65,0.07,11.43,0.03,4.7
6835,BSh,40738,8/1/2010,35.81,23.35,24.6,2.4,0.07,9.16,-0.35,4.38
6836,BSh,40738,9/1/2010,32.8,19.4,26.9,1.97,0.07,5.15,-0.51,3.61
6837,BSh,40738,10/1/2010,27.33,17.27,34.5,1.8,0.07,1.19,-0.8,2.8
6838,BSh,40738,11/1/2010,22.18,7.07,44.1,0.93,0.07,-2.72,-0.71,1.84
6839,BSh,40738,12/1/2010,18.98,5.28,41.5,1.24,0.07,-4.11,-0.41,1.54
6840,BSh,40738,1/1/2011,13.37,4.09,66.0,1.46,0.07,-1.67,-0.29,1.18
6841,BSh,40738,2/1/2011,12.01,4.01,56.2,2.13,0.07,0.66,0.13,1.11
6842,BSh,40738,3/1/2011,15.09,6.13,42.7,1.88,0.07,3.68,0.58,1.33
6843,BSh,40738,4/1/2011,21.63,11.06,27.0,2.09,0.07,6.49,0.78,1.95
6844,BSh,40738,5/1/2011,26.89,16.62,27.4,2.39,0.07,9.04,0.74,2.72
6845,BSh,40738,6/1/2011,32.26,21.51,22.7,2.73,0.07,10.74,0.63,3.7
6846,BSh,40738,7/1/2011,36.43,24.94,22.7,2.66,0.07,11.38,0.12,4.62
6847,BSh,40738,8/1/2011,33.13,24.1,29.9,2.79,0.07,8.26,-0.4,4.04
6848,BSh,40738,9/1/2011,30.01,19.99,39.7,2.15,0.07,5.44,-0.7,3.29
6849,BSh,40738,10/1/2011,23.84,13.46,37.0,1.81,0.07,1.14,-1.06,2.25
6850,BSh,40738,11/1/2011,13.66,6.13,69.5,1.49,0.07,-0.8,-0.77,1.25
6851,BSh,40738,12/1/2011,12.3,2.92,61.4,1.32,0.07,-3.05,-0.16,1.09
6852,BSh,40738,1/1/2012,12.1,3.08,52.2,1.98,0.07,-2.12,-0.13,1.09
6853,BSh,40738,2/1/2012,9.66,1.77,55.7,2.42,0.07,0.54,0.18,0.95
6854,BSh,40738,3/1/2012,14.9,5.44,38.0,2.86,0.07,3.69,0.88,1.3
6855,BSh,40738,4/1/2012,23.87,12.79,39.5,1.96,0.07,7.56,1.02,2.22
6856,BSh,40738,5/1/2012,31.54,17.95,28.5,2.55,0.07,10.72,0.64,3.35
6857,BSh,40738,6/1/2012,33.33,21.65,23.4,2.56,0.07,11.93,0.27,3.86
6858,BSh,40738,7/1/2012,32.75,24.32,25.8,2.5,0.07,10.48,0.17,4.0
6859,BSh,40738,8/1/2012,35.54,24.36,26.2,2.1,0.07,9.56,-0.2,4.42
6860,BSh,40738,9/1/2012,30.81,20.55,31.9,2.3,0.07,5.17,-0.57,3.43
6861,BSh,40738,10/1/2012,27.8,15.69,50.5,1.68,0.07,1.71,-0.73,2.76
6862,BSh,40738,11/1/2012,20.13,10.5,71.8,1.02,0.07,-0.89,-0.88,1.81
6863,BSh,40738,12/1/2012,13.73,4.7,73.8,1.33,0.07,-2.24,-0.43,1.21
6864,BSh,40738,1/1/2013,15.12,3.35,56.1,1.91,0.07,-2.68,0.06,1.25
6865,BSh,40738,2/1/2013,13.51,6.75,49.0,2.2,0.07,0.66,0.29,1.27
6866,BSh,40738,3/1/2013,18.49,8.18,37.2,2.17,0.07,3.58,0.41,1.61
6867,BSh,40738,4/1/2013,21.35,10.51,32.8,1.8,0.07,7.15,0.62,1.91
6868,BSh,40738,5/1/2013,28.29,16.02,28.9,2.45,0.07,10.28,0.75,2.83
6869,BSh,40738,6/1/2013,32.57,20.81,22.8,2.73,0.07,11.37,0.46,3.69
6870,BSh,40738,7/1/2013,33.72,23.69,23.4,2.93,0.07,10.51,0.06,4.08
6871,BSh,40738,8/1/2013,32.86,22.36,25.8,2.58,0.07,8.26,-0.12,3.85
6872,BSh,40738,9/1/2013,32.32,21.73,24.3,2.04,0.07,4.69,-0.55,3.72
6873,BSh,40738,10/1/2013,25.4,14.21,30.3,1.91,0.07,0.75,-0.79,2.43
6874,BSh,40738,11/1/2013,20.77,10.73,57.0,1.17,0.07,-1.0,-0.82,1.87
6875,BSh,40738,12/1/2013,12.5,3.6,53.9,1.58,0.07,-3.14,-0.51,1.12
6876,BSh,40738,1/1/2014,13.14,3.7,63.2,1.54,0.07,-1.43,-0.11,1.15
6877,BSh,40738,2/1/2014,12.6,0.44,39.6,1.86,0.07,-0.11,0.25,1.05
6878,BSh,40738,3/1/2014,16.91,7.07,38.1,2.34,0.07,3.59,0.75,1.47
6879,BSh,40738,4/1/2014,23.19,11.36,33.8,2.17,0.07,7.2,0.87,2.09
6880,BSh,40738,5/1/2014,31.42,17.31,24.0,2.42,0.07,10.49,0.72,3.29
6881,BSh,40738,6/1/2014,33.75,21.46,20.4,2.91,0.07,11.33,0.34,3.9
6882,BSh,40738,7/1/2014,34.15,24.16,20.9,2.72,0.07,10.4,0.17,4.19
6883,BSh,40738,8/1/2014,36.55,23.59,18.7,2.34,0.07,8.95,-0.13,4.52
6884,BSh,40738,9/1/2014,32.59,22.08,20.7,2.13,0.07,4.4,-0.79,3.79
6885,BSh,40738,10/1/2014,24.22,13.25,38.0,1.71,0.07,1.18,-1.03,2.27
6886,BSh,40738,11/1/2014,17.12,8.0,49.6,1.74,0.07,-1.27,-0.64,1.51
6887,BSh,40738,12/1/2014,14.92,4.32,58.0,1.69,0.07,-2.65,-0.31,1.26
6888,BSh,40738,1/1/2015,13.54,2.81,46.5,1.45,0.07,-2.31,0.03,1.15
6889,BSh,40738,2/1/2015,14.16,5.81,52.3,2.39,0.07,0.95,0.22,1.27
6890,BSh,40738,3/1/2015,16.43,6.26,45.0,2.59,0.07,3.67,0.46,1.41
6891,BSh,40738,4/1/2015,23.58,9.58,21.5,2.25,0.07,6.68,0.87,2.05
6892,BSh,40738,5/1/2015,31.54,15.93,18.0,2.57,0.07,9.64,0.83,3.22
6893,BSh,40738,6/1/2015,35.0,21.89,13.8,2.74,0.07,10.64,0.4,4.13
6894,BSh,40738,7/1/2015,35.13,23.78,16.3,2.72,0.07,10.44,0.07,4.3
6895,BSh,40738,8/1/2015,35.38,23.58,19.3,2.77,0.07,8.24,-0.23,4.33
6896,BSh,40738,9/1/2015,32.6,19.69,26.4,2.11,0.07,5.04,-0.61,3.61
6897,BSh,40738,10/1/2015,26.35,15.19,37.4,1.88,0.07,1.16,-0.95,2.58
6898,BSh,40738,11/1/2015,17.94,7.15,45.5,1.53,0.07,-1.63,-0.83,1.53
6899,BSh,40738,12/1/2015,13.57,4.18,63.5,1.94,0.07,-2.43,-0.2,1.19
6900,BSh,40738,1/1/2016,14.24,5.26,50.6,2.02,0.07,-1.86,0.04,1.26
6901,BSh,40738,2/1/2016,14.3,4.66,38.5,1.89,0.07,0.26,0.23,1.24
6902,BSh,40738,3/1/2016,17.72,8.32,34.9,1.79,0.07,3.48,0.47,1.56
6903,BSh,40738,4/1/2016,22.01,10.29,32.9,1.89,0.07,7.25,0.72,1.95
6904,BSh,40738,5/1/2016,29.33,17.21,23.4,2.5,0.07,9.75,0.76,3.02
6905,BSh,40738,6/1/2016,33.46,20.56,16.6,2.58,0.07,11.37,0.38,3.79
6906,BSh,40738,7/1/2016,33.43,23.86,19.2,2.77,0.07,9.93,0.17,4.06
6907,BSh,40738,8/1/2016,36.16,22.7,17.2,2.46,0.07,8.83,-0.23,4.38
6908,BSh,40738,9/1/2016,30.83,19.94,19.9,2.32,0.07,4.3,-0.81,3.39
6909,BSh,40738,10/1/2016,23.55,12.29,24.2,1.47,0.07,0.6,-1.02,2.17
6910,BSh,40738,11/1/2016,15.37,6.18,39.6,1.69,0.07,-1.62,-0.63,1.35
6911,BSh,40738,12/1/2016,13.54,4.22,59.8,2.26,0.07,-2.17,-0.57,1.19
15744,BSh,40794,1/1/2001,17.92,5.99,74.3,0.65,0.07,-0.27,0.39,1.49
15745,BSh,40794,2/1/2001,19.96,7.24,71.2,1.32,0.07,2.5,0.49,1.68
15746,BSh,40794,3/1/2001,26.41,11.39,56.2,1.11,0.07,6.28,0.72,2.4
15747,BSh,40794,4/1/2001,33.03,14.88,50.4,1.54,0.07,10.42,0.74,3.37
15748,BSh,40794,5/1/2001,39.47,19.41,43.2,2.87,0.07,13.41,0.67,4.71
15749,BSh,40794,6/1/2001,44.68,22.35,28.6,2.11,0.07,14.9,0.46,6.07
15750,BSh,40794,7/1/2001,46.14,25.85,35.1,1.72,0.07,14.99,0.22,6.75
15751,BSh,40794,8/1/2001,46.25,27.15,26.7,1.72,0.07,11.49,-0.28,6.91
15752,BSh,40794,9/1/2001,41.77,22.1,29.5,0.96,0.07,7.55,-0.69,5.38
15753,BSh,40794,10/1/2001,35.22,18.47,44.8,1.09,0.07,3.74,-0.97,3.91
15754,BSh,40794,11/1/2001,25.55,10.62,61.2,0.73,0.07,0.52,-0.75,2.28
15755,BSh,40794,12/1/2001,20.43,11.74,73.4,1.14,0.07,-0.29,-0.46,1.89
15756,BSh,40794,1/1/2002,16.49,6.64,76.1,1.03,0.07,0.12,-0.16,1.43
15757,BSh,40794,2/1/2002,20.31,7.42,62.8,1.08,0.07,2.28,0.48,1.71
15758,BSh,40794,3/1/2002,25.57,11.19,54.6,1.25,0.07,6.04,0.55,2.3
15759,BSh,40794,4/1/2002,27.85,15.59,63.4,1.77,0.07,9.01,0.77,2.76
15760,BSh,40794,5/1/2002,38.81,20.01,49.5,2.34,0.07,14.16,0.83,4.63
15761,BSh,40794,6/1/2002,44.17,23.07,30.7,1.88,0.07,15.1,0.47,6.0
15762,BSh,40794,7/1/2002,46.5,25.61,32.9,1.12,0.07,15.04,0.07,6.82
15763,BSh,40794,8/1/2002,45.2,24.1,30.2,0.64,0.07,12.05,-0.32,6.34
15764,BSh,40794,9/1/2002,41.52,21.43,25.8,0.77,0.07,7.25,-0.52,5.28
15765,BSh,40794,10/1/2002,35.92,18.57,45.1,0.84,0.07,3.83,-0.85,4.03
15766,BSh,40794,11/1/2002,26.22,12.38,59.6,0.97,0.07,0.48,-0.93,2.42
15767,BSh,40794,12/1/2002,19.42,8.38,81.2,1.13,0.07,-0.31,-0.44,1.68
15768,BSh,40794,1/1/2003,18.66,7.34,70.3,1.04,0.07,-0.1,0.03,1.59
15769,BSh,40794,2/1/2003,20.63,8.16,69.8,1.35,0.07,2.5,0.25,1.76
15770,BSh,40794,3/1/2003,23.26,9.94,68.8,1.47,0.07,5.85,0.64,2.04
15771,BSh,40794,4/1/2003,30.87,16.17,58.3,2.18,0.07,9.37,0.89,3.15
15772,BSh,40794,5/1/2003,38.46,20.2,48.3,1.93,0.07,12.98,0.74,4.58
15773,BSh,40794,6/1/2003,44.21,23.92,45.3,2.17,0.07,15.5,0.44,6.09
15774,BSh,40794,7/1/2003,46.14,24.97,36.2,1.75,0.07,14.79,0.14,6.66
15775,BSh,40794,8/1/2003,46.01,26.21,30.1,1.56,0.07,11.98,-0.31,6.75
15776,BSh,40794,9/1/2003,41.35,20.85,35.2,1.15,0.07,8.24,-0.62,5.19
15777,BSh,40794,10/1/2003,35.57,18.82,42.5,1.34,0.07,3.59,-0.87,3.99
15778,BSh,40794,11/1/2003,25.63,11.81,66.8,0.91,0.07,0.81,-0.9,2.34
15779,BSh,40794,12/1/2003,19.15,9.61,81.9,1.06,0.07,-0.18,-0.32,1.71
15780,BSh,40794,1/1/2004,18.94,9.45,80.2,1.06,0.07,0.31,-0.03,1.69
15781,BSh,40794,2/1/2004,20.32,7.49,70.6,1.22,0.07,2.49,0.37,1.71
15782,BSh,40794,3/1/2004,27.54,11.41,53.7,0.5,0.07,6.21,0.54,2.52
15783,BSh,40794,4/1/2004,29.03,14.21,53.7,1.77,0.07,9.36,0.64,2.82
15784,BSh,40794,5/1/2004,37.72,19.51,58.0,3.1,0.07,13.73,0.86,4.4
15785,BSh,40794,6/1/2004,44.43,23.39,37.6,2.75,0.07,15.49,0.53,6.09
15786,BSh,40794,7/1/2004,46.14,26.25,38.0,2.34,0.07,14.9,0.02,6.79
15787,BSh,40794,8/1/2004,44.61,23.89,30.4,1.57,0.07,11.95,-0.4,6.18
15788,BSh,40794,9/1/2004,39.77,21.1,31.2,1.45,0.07,7.61,-0.52,4.9
15789,BSh,40794,10/1/2004,35.55,18.09,46.5,1.06,0.07,3.94,-0.76,3.94
15790,BSh,40794,11/1/2004,25.64,13.4,81.9,1.07,0.07,1.41,-1.05,2.41
15791,BSh,40794,12/1/2004,17.14,6.63,73.0,0.88,0.07,-0.55,-0.56,1.47
15792,BSh,40794,1/1/2005,16.82,6.23,79.0,0.85,0.07,0.06,0.09,1.43
15793,BSh,40794,2/1/2005,19.23,7.08,76.0,0.66,0.07,2.58,0.4,1.62
15794,BSh,40794,3/1/2005,23.94,10.61,57.3,1.17,0.07,6.06,0.74,2.13
15795,BSh,40794,4/1/2005,31.79,15.57,50.0,1.86,0.07,9.92,0.83,3.24
15796,BSh,40794,5/1/2005,38.24,20.05,51.2,2.53,0.07,13.8,0.72,4.53
15797,BSh,40794,6/1/2005,44.73,23.06,37.0,2.74,0.07,15.51,0.55,6.14
15798,BSh,40794,7/1/2005,47.02,27.0,32.0,2.61,0.07,14.01,0.11,7.1
15799,BSh,40794,8/1/2005,45.05,25.96,31.3,1.92,0.07,11.43,-0.44,6.48
15800,BSh,40794,9/1/2005,41.11,20.35,34.6,0.94,0.07,8.17,-0.68,5.11
15801,BSh,40794,10/1/2005,34.88,16.78,40.5,1.05,0.07,3.45,-0.82,3.75
15802,BSh,40794,11/1/2005,26.05,12.07,59.9,0.76,0.07,0.59,-0.67,2.39
15803,BSh,40794,12/1/2005,22.72,9.79,55.1,0.76,0.07,-0.93,-0.52,1.99
15804,BSh,40794,1/1/2006,16.43,6.76,74.3,1.28,0.07,0.1,-0.12,1.43
15805,BSh,40794,2/1/2006,20.09,9.07,69.1,1.55,0.07,2.42,0.47,1.75
15806,BSh,40794,3/1/2006,26.05,10.51,51.7,1.5,0.07,6.25,0.6,2.32
15807,BSh,40794,4/1/2006,30.72,15.64,60.2,1.86,0.07,10.22,0.86,3.1
15808,BSh,40794,5/1/2006,40.0,21.13,51.0,2.19,0.07,13.75,0.86,4.94
15809,BSh,40794,6/1/2006,46.49,24.56,31.1,1.98,0.07,15.24,0.39,6.72
15810,BSh,40794,7/1/2006,46.55,25.79,30.8,2.06,0.07,14.45,0.09,6.85
15811,BSh,40794,8/1/2006,46.11,27.49,27.4,1.86,0.07,11.52,-0.37,6.91
15812,BSh,40794,9/1/2006,40.65,21.24,33.2,0.5,0.07,7.93,-0.65,5.08
15813,BSh,40794,10/1/2006,34.69,20.34,58.2,1.85,0.07,4.18,-0.93,3.96
15814,BSh,40794,11/1/2006,23.9,11.34,67.1,0.89,0.07,0.71,-1.18,2.16
15815,BSh,40794,12/1/2006,15.43,5.87,75.8,1.07,0.07,-0.45,-0.5,1.34
15816,BSh,40794,1/1/2007,16.06,5.04,82.9,1.31,0.07,0.2,0.28,1.35
15817,BSh,40794,2/1/2007,20.54,8.86,78.1,1.1,0.07,2.72,0.42,1.78
15818,BSh,40794,3/1/2007,23.1,9.94,66.2,1.51,0.07,5.94,0.54,2.03
15819,BSh,40794,4/1/2007,29.16,15.54,60.7,2.29,0.07,8.88,1.01,2.91
15820,BSh,40794,5/1/2007,40.13,21.75,53.9,1.55,0.07,12.04,0.84,5.02
15821,BSh,40794,6/1/2007,44.97,23.73,39.6,1.85,0.07,15.52,0.34,6.25
15822,BSh,40794,7/1/2007,45.77,25.69,40.0,1.53,0.07,14.74,0.12,6.64
15823,BSh,40794,8/1/2007,45.92,26.2,36.0,1.84,0.07,12.52,-0.28,6.73
15824,BSh,40794,9/1/2007,41.73,21.77,29.7,1.37,0.07,7.74,-0.65,5.35
15825,BSh,40794,10/1/2007,35.94,17.75,42.2,1.05,0.07,3.7,-0.85,3.98
15826,BSh,40794,11/1/2007,27.35,11.76,52.6,1.22,0.07,0.28,-0.93,2.51
15827,BSh,40794,12/1/2007,19.1,8.01,77.4,1.36,0.07,-0.54,-0.7,1.64
15828,BSh,40794,1/1/2008,14.1,4.87,83.5,1.26,0.07,0.19,-0.0,1.24
15829,BSh,40794,2/1/2008,20.18,6.81,82.6,1.84,0.07,2.79,0.82,1.68
15830,BSh,40794,3/1/2008,29.12,13.16,50.9,1.86,0.07,5.98,0.82,2.77
15831,BSh,40794,4/1/2008,34.07,16.27,38.5,1.03,0.07,9.05,0.61,3.6
