,climate,Code,daytime,Tmax,Tmin,Rhmean,u2,GAMA,Rn,G,es
483,BWk,40702,4/1/2009,18.1,6.69,57.0,2.05,0.06,8.71,0.77,1.53
484,BWk,40702,5/1/2009,27.93,13.79,43.2,1.79,0.06,12.58,0.87,2.67
485,BWk,40702,6/1/2009,31.19,18.39,45.5,2.98,0.06,13.33,0.56,3.33
486,BWk,40702,7/1/2009,34.5,23.25,36.5,4.73,0.06,14.14,0.12,4.16
487,BWk,40702,8/1/2009,32.23,20.76,41.2,3.73,0.06,12.3,-0.5,3.64
488,BWk,40702,9/1/2009,27.19,16.14,53.2,2.38,0.06,8.25,-0.6,2.72
489,BWk,40702,10/1/2009,25.05,10.94,58.0,1.08,0.06,4.53,-0.8,2.24
490,BWk,40702,11/1/2009,15.15,5.44,72.5,0.95,0.06,1.46,-0.83,1.31
491,BWk,40702,12/1/2009,10.78,1.42,72.2,1.0,0.06,0.55,-0.37,0.99
492,BWk,40702,1/1/2010,9.39,0.52,71.8,1.1,0.06,1.09,-0.0,0.91
493,BWk,40702,2/1/2010,10.19,1.99,74.4,1.15,0.06,2.86,0.45,0.97
494,BWk,40702,3/1/2010,16.74,6.01,59.6,2.34,0.06,5.67,0.59,1.42
495,BWk,40702,4/1/2010,20.29,8.63,65.6,1.57,0.06,9.43,0.57,1.75
496,BWk,40702,5/1/2010,25.62,13.47,62.2,1.61,0.06,12.56,0.92,2.42
497,BWk,40702,6/1/2010,35.1,20.05,44.9,2.29,0.06,14.67,0.77,4.0
498,BWk,40702,7/1/2010,36.95,24.14,39.6,4.68,0.06,15.14,0.11,4.64
499,BWk,40702,8/1/2010,36.04,22.14,36.2,3.32,0.06,12.13,-0.34,4.31
500,BWk,40702,9/1/2010,32.81,18.53,46.5,2.58,0.06,9.0,-0.76,3.56
501,BWk,40702,10/1/2010,24.6,11.78,59.8,1.41,0.06,4.32,-1.13,2.24
502,BWk,40702,11/1/2010,17.97,1.17,57.9,0.5,0.06,0.94,-0.89,1.36
503,BWk,40702,12/1/2010,13.01,-1.94,59.1,0.5,0.06,-0.28,-0.55,1.01
504,BWk,40702,1/1/2011,6.47,-2.95,72.7,1.04,0.06,1.01,-0.18,0.73
505,BWk,40702,2/1/2011,7.79,-1.91,67.4,1.8,0.06,2.85,0.5,0.79
506,BWk,40702,3/1/2011,15.34,2.4,51.3,1.53,0.06,6.22,0.85,1.24
507,BWk,40702,4/1/2011,20.97,9.11,56.0,2.42,0.06,8.8,0.8,1.82
508,BWk,40702,5/1/2011,26.45,14.2,57.2,1.87,0.06,12.62,0.76,2.54
509,BWk,40702,6/1/2011,32.16,19.51,49.5,2.46,0.06,14.59,0.73,3.53
510,BWk,40702,7/1/2011,37.23,24.28,35.7,3.9,0.06,14.29,0.2,4.69
511,BWk,40702,8/1/2011,34.18,23.1,42.0,4.34,0.06,12.57,-0.53,4.1
512,BWk,40702,9/1/2011,29.07,17.39,48.1,2.59,0.06,8.47,-0.93,3.01
513,BWk,40702,10/1/2011,21.58,9.15,58.0,1.3,0.06,4.07,-1.28,1.87
514,BWk,40702,11/1/2011,9.29,0.69,68.6,1.24,0.06,1.41,-1.03,0.91
515,BWk,40702,12/1/2011,4.58,-3.34,72.5,1.49,0.06,0.58,-0.26,0.66
516,BWk,40702,1/1/2012,7.41,-4.82,72.6,0.81,0.06,0.8,-0.09,0.73
517,BWk,40702,2/1/2012,4.17,-5.43,72.5,1.35,0.06,2.97,0.26,0.62
518,BWk,40702,3/1/2012,10.75,-0.64,63.1,1.63,0.06,6.2,1.25,0.94
519,BWk,40702,4/1/2012,23.91,10.68,55.1,1.56,0.06,9.79,1.18,2.13
520,BWk,40702,5/1/2012,29.15,14.8,51.9,1.77,0.06,12.33,0.68,2.86
521,BWk,40702,6/1/2012,33.5,20.42,41.2,3.23,0.06,14.62,0.45,3.79
522,BWk,40702,7/1/2012,34.15,22.58,43.3,4.01,0.06,14.53,0.25,4.05
523,BWk,40702,8/1/2012,36.52,24.6,35.1,3.96,0.06,12.21,-0.28,4.6
524,BWk,40702,9/1/2012,31.18,17.66,44.0,2.51,0.06,8.82,-0.78,3.28
525,BWk,40702,10/1/2012,26.23,12.48,53.0,1.1,0.06,4.3,-0.9,2.43
526,BWk,40702,11/1/2012,16.89,6.24,70.4,0.94,0.06,1.52,-1.04,1.44
527,BWk,40702,12/1/2012,8.26,0.86,75.5,1.52,0.06,0.62,-0.7,0.87
528,BWk,40702,1/1/2013,6.74,-3.55,73.9,1.58,0.06,0.83,0.09,0.73
529,BWk,40702,2/1/2013,10.25,1.43,76.8,1.2,0.06,2.94,0.66,0.96
530,BWk,40702,3/1/2013,17.52,4.4,54.1,1.65,0.06,6.3,0.71,1.42
531,BWk,40702,4/1/2013,23.03,8.95,51.5,1.81,0.06,10.23,0.65,1.98
532,BWk,40702,5/1/2013,26.6,13.96,53.8,2.2,0.06,11.88,0.67,2.54
533,BWk,40702,6/1/2013,32.11,19.11,44.0,2.79,0.06,14.87,0.61,3.5
534,BWk,40702,7/1/2013,34.58,23.41,37.9,4.51,0.06,14.79,0.17,4.19
535,BWk,40702,8/1/2013,33.95,22.14,39.6,4.0,0.06,12.52,-0.32,3.99
536,BWk,40702,9/1/2013,32.01,16.8,47.1,1.68,0.06,8.96,-0.89,3.34
537,BWk,40702,10/1/2013,22.67,7.87,47.5,1.57,0.06,4.0,-0.93,1.91
538,BWk,40702,11/1/2013,16.77,5.35,68.4,0.74,0.06,1.48,-1.34,1.4
539,BWk,40702,12/1/2013,-0.95,-6.87,75.2,1.84,0.06,0.83,-0.85,0.47
540,BWk,40702,1/1/2014,2.46,-4.63,76.3,1.5,0.06,1.26,0.54,0.58
541,BWk,40702,2/1/2014,10.44,-2.84,58.4,1.51,0.06,2.89,0.9,0.88
542,BWk,40702,3/1/2014,18.08,5.33,57.6,1.59,0.06,6.15,0.91,1.48
543,BWk,40702,4/1/2014,23.99,9.54,51.7,1.61,0.06,9.73,0.77,2.09
544,BWk,40702,5/1/2014,29.62,15.72,45.6,2.15,0.06,12.66,0.72,2.97
545,BWk,40702,6/1/2014,33.73,20.27,36.2,3.26,0.06,14.59,0.51,3.81
546,BWk,40702,7/1/2014,35.77,24.22,33.9,4.31,0.06,14.22,0.32,4.45
547,BWk,40702,8/1/2014,38.3,24.88,28.9,3.48,0.06,11.87,-0.3,4.94
548,BWk,40702,9/1/2014,32.25,19.2,45.3,2.45,0.06,8.87,-1.13,3.53
549,BWk,40702,10/1/2014,20.5,10.45,69.2,1.4,0.06,4.22,-1.24,1.84
550,BWk,40702,11/1/2014,12.94,3.03,76.6,0.63,0.06,1.53,-0.69,1.13
551,BWk,40702,12/1/2014,9.48,1.62,85.0,0.63,0.06,0.78,-0.33,0.94
552,BWk,40702,1/1/2015,8.32,-1.65,73.6,1.1,0.06,0.77,0.07,0.82
553,BWk,40702,2/1/2015,12.8,0.18,66.8,1.07,0.06,2.94,0.44,1.05
554,BWk,40702,3/1/2015,15.78,3.35,60.5,1.51,0.06,6.35,0.62,1.29
555,BWk,40702,4/1/2015,22.95,7.73,53.6,1.68,0.06,9.65,0.77,1.93
556,BWk,40702,5/1/2015,27.8,13.46,54.8,1.79,0.06,12.59,0.92,2.64
557,BWk,40702,6/1/2015,35.61,21.27,35.6,3.43,0.06,14.74,0.73,4.17
558,BWk,40702,7/1/2015,37.28,24.95,38.6,3.83,0.06,14.88,0.11,4.77
559,BWk,40702,8/1/2015,36.42,23.74,39.3,3.21,0.06,12.14,-0.37,4.51
560,BWk,40702,9/1/2015,33.01,18.75,43.3,1.9,0.06,8.75,-0.87,3.6
561,BWk,40702,10/1/2015,23.37,12.03,67.6,1.12,0.06,4.27,-1.16,2.14
562,BWk,40702,11/1/2015,15.09,3.67,72.6,0.82,0.06,1.42,-1.16,1.26
563,BWk,40702,12/1/2015,5.28,-2.89,79.3,0.86,0.06,0.5,-0.58,0.69
564,BWk,40702,1/1/2016,5.22,-3.05,78.1,1.11,0.06,1.0,0.37,0.69
565,BWk,40702,2/1/2016,12.0,1.03,70.0,1.14,0.06,2.99,0.68,1.03
566,BWk,40702,3/1/2016,16.81,4.77,58.6,1.34,0.06,5.88,0.65,1.39
567,BWk,40702,4/1/2016,22.69,8.98,59.4,1.17,0.06,9.86,0.76,1.95
568,BWk,40702,5/1/2016,28.46,14.89,50.8,2.26,0.06,12.46,0.69,2.79
569,BWk,40702,6/1/2016,31.93,19.45,49.4,2.74,0.06,14.18,0.52,3.5
570,BWk,40702,7/1/2016,34.49,23.59,44.9,4.03,0.06,14.51,0.37,4.19
571,BWk,40702,8/1/2016,37.68,24.4,34.4,3.42,0.06,12.26,-0.37,4.79
572,BWk,40702,9/1/2016,30.07,17.36,50.7,2.08,0.06,8.72,-1.13,3.12
573,BWk,40702,10/1/2016,20.66,9.04,64.0,1.18,0.06,4.2,-1.22,1.79
574,BWk,40702,11/1/2016,11.97,0.53,69.7,0.97,0.06,1.22,-1.07,1.02
575,BWk,40702,12/1/2016,2.82,-3.66,73.8,1.29,0.06,0.65,-0.58,0.61
6912,BWk,40739,1/1/2001,6.98,-1.76,68.4,0.5,0.06,-2.04,-0.24,0.77
6913,BWk,40739,2/1/2001,10.91,0.04,48.3,1.32,0.06,-0.19,0.62,0.96
6914,BWk,40739,3/1/2001,17.43,5.56,42.8,1.55,0.06,4.13,0.92,1.45
6915,BWk,40739,4/1/2001,25.27,11.89,26.3,1.25,0.06,8.0,0.76,2.31
6916,BWk,40739,5/1/2001,28.7,15.86,25.7,2.03,0.06,11.2,0.5,2.87
6917,BWk,40739,6/1/2001,31.99,19.32,19.1,3.95,0.06,12.74,0.29,3.5
6918,BWk,40739,7/1/2001,32.16,20.56,22.0,5.96,0.06,11.73,0.09,3.61
6919,BWk,40739,8/1/2001,33.55,20.26,24.2,2.55,0.06,9.61,-0.23,3.78
6920,BWk,40739,9/1/2001,29.59,16.53,28.4,1.56,0.06,5.39,-0.69,3.01
6921,BWk,40739,10/1/2001,23.06,11.12,34.6,1.34,0.06,0.76,-0.87,2.07
6922,BWk,40739,11/1/2001,15.65,5.53,43.1,1.21,0.06,-2.14,-0.8,1.34
6923,BWk,40739,12/1/2001,9.36,2.03,70.8,0.5,0.06,-1.93,-0.5,0.94
6924,BWk,40739,1/1/2002,7.21,-0.33,65.3,0.66,0.06,-2.18,0.06,0.81
6925,BWk,40739,2/1/2002,11.74,1.37,41.8,1.35,0.06,-0.18,0.56,1.03
6926,BWk,40739,3/1/2002,17.42,5.59,34.7,1.84,0.06,3.9,0.53,1.45
6927,BWk,40739,4/1/2002,19.31,8.94,51.6,2.41,0.06,7.88,0.57,1.69
6928,BWk,40739,5/1/2002,26.17,13.15,27.0,2.07,0.06,11.48,0.75,2.45
6929,BWk,40739,6/1/2002,31.49,18.11,17.8,2.72,0.06,12.72,0.49,3.35
6930,BWk,40739,7/1/2002,32.35,21.05,32.4,3.69,0.06,12.31,0.21,3.67
6931,BWk,40739,8/1/2002,34.1,21.53,20.0,2.11,0.06,9.29,-0.11,3.96
6932,BWk,40739,9/1/2002,31.91,18.23,19.6,1.08,0.06,4.87,-0.54,3.41
6933,BWk,40739,10/1/2002,26.46,13.63,27.4,0.6,0.06,0.48,-1.01,2.51
6934,BWk,40739,11/1/2002,15.78,5.39,51.1,0.7,0.06,-2.0,-1.31,1.34
6935,BWk,40739,12/1/2002,4.73,-2.21,60.3,0.52,0.06,-2.2,-0.47,0.69
6936,BWk,40739,1/1/2003,8.18,-0.34,58.2,0.6,0.06,-2.09,0.27,0.84
6937,BWk,40739,2/1/2003,9.51,0.78,53.7,1.09,0.06,0.36,0.29,0.92
6938,BWk,40739,3/1/2003,13.17,2.97,47.4,2.29,0.06,4.15,0.67,1.14
6939,BWk,40739,4/1/2003,19.94,9.49,48.1,1.85,0.06,7.4,0.7,1.76
6940,BWk,40739,5/1/2003,24.32,11.76,31.7,1.78,0.06,11.01,0.68,2.21
6941,BWk,40739,6/1/2003,30.95,17.77,26.4,2.88,0.06,12.99,0.77,3.26
6942,BWk,40739,7/1/2003,35.12,22.82,25.3,3.61,0.06,11.89,0.13,4.22
6943,BWk,40739,8/1/2003,32.4,19.99,26.4,3.81,0.06,9.85,-0.49,3.6
6944,BWk,40739,9/1/2003,28.31,15.77,25.5,2.3,0.06,5.27,-0.48,2.82
6945,BWk,40739,10/1/2003,25.68,12.99,28.8,1.05,0.06,0.58,-0.91,2.4
6946,BWk,40739,11/1/2003,14.19,4.03,42.6,1.02,0.06,-2.1,-1.12,1.22
6947,BWk,40739,12/1/2003,7.27,-0.68,64.8,0.69,0.06,-2.95,-0.36,0.8
6948,BWk,40739,1/1/2004,7.55,0.37,75.4,0.55,0.06,-1.4,0.26,0.83
6949,BWk,40739,2/1/2004,12.08,1.86,41.4,1.53,0.06,0.02,0.51,1.05
6950,BWk,40739,3/1/2004,16.59,5.98,45.3,1.33,0.06,4.03,0.47,1.41
6951,BWk,40739,4/1/2004,19.49,7.95,38.2,2.01,0.06,7.9,0.68,1.67
6952,BWk,40739,5/1/2004,26.9,14.98,29.9,2.24,0.06,11.12,0.85,2.63
6953,BWk,40739,6/1/2004,31.87,19.73,24.1,3.34,0.06,13.01,0.33,3.51
6954,BWk,40739,7/1/2004,31.81,19.58,26.6,3.15,0.06,11.84,0.11,3.49
6955,BWk,40739,8/1/2004,33.68,21.19,21.7,1.93,0.06,9.53,-0.22,3.87
6956,BWk,40739,9/1/2004,28.94,16.12,28.0,1.82,0.06,5.44,-0.76,2.91
6957,BWk,40739,10/1/2004,22.88,10.22,31.7,0.84,0.06,0.61,-0.81,2.02
6958,BWk,40739,11/1/2004,15.76,6.13,54.0,1.58,0.06,-1.92,-0.99,1.37
6959,BWk,40739,12/1/2004,5.94,-1.1,72.4,1.27,0.06,-2.09,-0.6,0.75
6960,BWk,40739,1/1/2005,5.92,-1.19,67.4,1.07,0.06,-1.8,0.02,0.75
6961,BWk,40739,2/1/2005,6.76,-1.39,65.4,2.1,0.06,0.56,0.56,0.77
6962,BWk,40739,3/1/2005,15.52,5.21,46.1,2.63,0.06,4.06,0.95,1.32
6963,BWk,40739,4/1/2005,22.24,10.25,35.6,2.12,0.06,8.27,0.64,1.97
6964,BWk,40739,5/1/2005,25.61,13.54,31.7,2.15,0.06,10.74,0.61,2.42
6965,BWk,40739,6/1/2005,31.19,18.74,20.7,2.9,0.06,12.74,0.64,3.35
6966,BWk,40739,7/1/2005,34.46,23.06,21.6,2.79,0.06,11.98,0.06,4.14
6967,BWk,40739,8/1/2005,31.92,19.81,24.4,2.79,0.06,9.4,-0.29,3.52
6968,BWk,40739,9/1/2005,31.02,18.11,26.8,2.02,0.06,5.42,-0.56,3.29
6969,BWk,40739,10/1/2005,24.09,11.61,29.7,1.36,0.06,0.48,-1.09,2.18
6970,BWk,40739,11/1/2005,13.65,4.33,55.0,0.83,0.06,-1.7,-0.79,1.2
6971,BWk,40739,12/1/2005,11.07,2.06,60.8,0.93,0.06,-3.14,-0.59,1.01
6972,BWk,40739,1/1/2006,4.12,-3.12,72.7,1.04,0.06,-1.71,0.05,0.65
6973,BWk,40739,2/1/2006,12.19,2.42,44.6,1.45,0.06,0.11,0.78,1.07
6974,BWk,40739,3/1/2006,17.52,5.66,31.6,2.03,0.06,3.82,0.72,1.46
6975,BWk,40739,4/1/2006,23.63,11.67,30.6,1.97,0.06,8.0,0.77,2.15
6976,BWk,40739,5/1/2006,28.64,16.44,27.6,2.59,0.06,11.21,0.65,2.9
6977,BWk,40739,6/1/2006,32.96,20.8,14.0,3.44,0.06,12.41,0.38,3.74
6978,BWk,40739,7/1/2006,33.84,22.08,19.3,3.6,0.06,12.06,0.07,3.97
6979,BWk,40739,8/1/2006,34.06,21.56,14.6,3.4,0.06,8.92,-0.38,3.96
6980,BWk,40739,9/1/2006,29.01,16.01,22.1,1.86,0.06,4.98,-0.59,2.91
6981,BWk,40739,10/1/2006,25.07,13.81,35.7,1.5,0.06,1.05,-0.93,2.38
6982,BWk,40739,11/1/2006,14.32,4.25,44.9,1.32,0.06,-2.25,-1.23,1.23
6983,BWk,40739,12/1/2006,5.23,-1.37,67.7,1.24,0.06,-2.1,-0.53,0.72
6984,BWk,40739,1/1/2007,5.79,-2.4,56.0,1.42,0.06,-2.59,0.26,0.72
6985,BWk,40739,2/1/2007,10.06,1.24,57.5,1.83,0.06,0.36,0.41,0.95
6986,BWk,40739,3/1/2007,12.27,2.88,53.4,1.99,0.06,4.1,0.72,1.09
6987,BWk,40739,4/1/2007,21.61,10.28,41.1,2.26,0.06,7.99,0.96,1.92
6988,BWk,40739,5/1/2007,27.62,15.04,26.9,2.15,0.06,11.18,0.7,2.7
6989,BWk,40739,6/1/2007,32.09,19.75,22.9,2.97,0.06,12.35,0.39,3.54
6990,BWk,40739,7/1/2007,32.75,21.06,28.9,3.39,0.06,12.46,0.04,3.73
6991,BWk,40739,8/1/2007,32.6,20.48,21.4,3.09,0.06,9.36,-0.28,3.67
6992,BWk,40739,9/1/2007,29.32,16.51,20.0,2.16,0.06,4.8,-0.74,2.98
6993,BWk,40739,10/1/2007,22.25,9.57,28.1,0.91,0.06,0.39,-0.81,1.94
6994,BWk,40739,11/1/2007,16.84,5.83,38.8,1.24,0.06,-2.69,-0.92,1.42
6995,BWk,40739,12/1/2007,6.54,-1.0,65.3,0.85,0.06,-3.19,-1.02,0.77
6996,BWk,40739,1/1/2008,0.8,-7.13,79.0,1.17,0.06,-1.83,0.01,0.5
6997,BWk,40739,2/1/2008,7.74,-2.03,55.2,1.68,0.06,0.17,1.27,0.79
6998,BWk,40739,3/1/2008,21.19,8.65,22.7,1.76,0.06,3.43,1.05,1.82
6999,BWk,40739,4/1/2008,24.1,11.74,22.7,1.88,0.06,7.33,0.5,2.19
7000,BWk,40739,5/1/2008,28.7,15.39,20.5,2.25,0.06,10.6,0.57,2.84
7001,BWk,40739,6/1/2008,32.09,20.14,20.2,3.72,0.06,12.68,0.43,3.57
7002,BWk,40739,7/1/2008,34.08,22.32,23.2,3.43,0.06,11.91,0.05,4.02
